"place_id","place_name","place_url","website","formatted_address","latitude","longitude","street","city","state","country","zipcode","price_level","reservable","takeout","dine_in","serves_lunch","serves_dinner","serves_beer","serves_wine","serves_brunch","serves_vegetarian_food","opening_hours","total_rating_value","total_rating_count","brand"
"ChIJn_YnpTWQwoAR-GtD2JWAG3o","IHOP","https://maps.google.com/?cid=8798767678065175544","https://restaurants.ihop.com/en-us/ca/san-fernando/breakfast-1225-truman-st-757?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=757&utm_content=website","1225 Truman St., San Fernando, CA 91340, USA","34.28567385","-118.44295633442","1225 Truman St."," San Fernando","CA"," USA","91340","1","False","True","True","True","True","False","False","True","True","{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0600'}}], 'weekday_text': ['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u200911:00\u202fPM']}","4.2","1835","Dine Brands"
"ChIJVYxR9EOVwoARKwL4ttlwG10","IHOP","https://maps.google.com/?cid=6709080150278406699","https://restaurants.ihop.com/en-us/ca/burbank/breakfast-913-n-san-fernando-blvd-728?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=728&utm_content=website","913 N San Fernando Blvd, Burbank, CA 91504, USA","34.186340636485","-118.31636093379","913 N San Fernando Blvd"," Burbank","CA"," USA","91504","1","False","True","True","True","True","False","False","True","True","{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}","4.1","1531","Dine Brands"
"ChIJwdLIee233IcRzqTE8PETEng","Fuzzy's Taco Shop","https://maps.google.com/?cid=8651999763979609294","https://fuzzystacoshop.com/locations/missouri/columbia-nifong/","205 E Nifong Blvd #200, Columbia, MO 65203, USA","38.91131808315578","-92.33717547438573","205 E Nifong Blvd #200"," Columbia","MO"," USA","65203","1","False","True","True","True","True","True","","","True","{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']}","4.2","648","Dine Brands"
"ChIJVbqCBnubwoAR4Rp6r3jfdlI","Applebee's Grill + Bar","https://maps.google.com/?cid=5942182467795032801","https://restaurants.applebees.com/en-us/ca/chatsworth/9255-winnetka-ave-76050?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=76050&utm_content=website","9255 Winnetka Ave, Chatsworth, CA 91311, USA","34.239100815605575","-118.57159190342949","9255 Winnetka Ave"," Chatsworth","CA"," USA","91311","2","","True","True","True","True","True","True","True","False","{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200912:00\u202fAM']}","4","2121","Dine Brands"
"ChIJtX5VAUS7woARjpFmHfHXtYI","Busby's West","https://maps.google.com/?cid=9418671626295611790","https://www.busbyswest.com/","3110 Santa Monica Blvd, Santa Monica, CA 90404, USA","34.037207685635","-118.46933805935","3110 Santa Monica Blvd"," Santa Monica","CA"," USA","90404","2","False","True","True","True","True","True","True","","False","{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '0130'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0130'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 3, 'time': '0130'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 4, 'time': '0130'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 5, 'time': '0130'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 6, 'time': '0130'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 0, 'time': '0130'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: 4:00\u202fPM\u2009–\u20091:30\u202fAM', 'Tuesday: 4:00\u202fPM\u2009–\u20091:30\u202fAM', 'Wednesday: 4:00\u202fPM\u2009–\u20091:30\u202fAM', 'Thursday: 4:00\u202fPM\u2009–\u20091:30\u202fAM', 'Friday: 4:00\u202fPM\u2009–\u20091:30\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20091:30\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20091:30\u202fAM']}","4.2","835","Other"
"ChIJf2uDMWm3woAR5Az3KT3o92U","IHOP","https://maps.google.com/?cid=7347596666472959204","https://restaurants.ihop.com/en-us/ca/inglewood/breakfast-4410-century-blvd-3583?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=3583&utm_content=website","4410 W Century Blvd, Inglewood, CA 90304, USA","33.945370415165","-118.35308194199","4410 W Century Blvd"," Inglewood","CA"," USA","90304","1","False","True","True","True","True","False","True","True","True","{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}","4","2587","Dine Brands"
"ChIJETTIkZHPwoARTVcuZxs3Np8","IHOP","https://maps.google.com/?cid=11472417691607652173","https://restaurants.ihop.com/en-us/ca/monterey-park/breakfast-2060-s.-atlantic-blvd-767?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=767&utm_content=website","2060 S Atlantic Blvd, Monterey Park, CA 91754, USA","34.039584315925","-118.14331761276","2060 S Atlantic Blvd"," Monterey Park","CA"," USA","91754","1","False","True","True","True","True","False","False","True","True","{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}","4.3","2121","Dine Brands"
"ChIJZYxpDza7woARU69tpaaWMkg","IHOP","https://maps.google.com/?cid=5202386162050510675","https://restaurants.ihop.com/en-us/ca/los-angeles/breakfast-12115-ohio-ave-3347?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=3347&utm_content=website","12115 W Ohio Ave, Los Angeles, CA 90025, USA","34.04036044817572","-118.46342674576493","12115 W Ohio Ave"," Los Angeles","CA"," USA","90025","1","False","True","True","True","True","False","False","True","True","{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']}","4.3","1340","Dine Brands"
"ChIJpTqRfji7woARXbVuSe8RO1w","Pita Bar + Grill - Mediterranean Restaurant Brentwood LA","https://maps.google.com/?cid=6645925394542146909","https://pitabargrill.com/","1168 S Barrington Ave, Los Angeles, CA 90025, USA","34.050035625","-118.46126075","1168 S Barrington Ave"," Los Angeles","CA"," USA","90025","1","True","True","True","True","True","True","True","True","True","{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u20098:00\u202fPM']}","4.4","80","Other"
"ChIJN00ohyozMYYRiJdhykX-YHM","Fuzzy's Taco Shop","https://maps.google.com/?cid=8313924487827527560","https://fuzzystacoshop.com/locations/louisiana/bossier-city/","4600 E Texas St, Bossier City, LA 71111, USA","32.5260079","-93.7310368","4600 E Texas St"," Bossier City","LA"," USA","71111","1","False","True","True","True","True","True","True","False","True","{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']}","4","441","Dine Brands"
"ChIJk7V3uhjJwoARDrKaELQsbmY","IHOP","https://maps.google.com/?cid=7380885991191130638","https://restaurants.ihop.com/en-us/ca/huntington-park/breakfast-6300-santa-fe-ave-785?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=785&utm_content=website","6300 Santa Fe Ave, Huntington Park, CA 90255, USA","33.9748611","-118.230254","6300 Santa Fe Ave"," Huntington Park","CA"," USA","90255","1","False","True","True","True","True","False","False","True","True","{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']}","4.3","2920","Dine Brands"
"ChIJFeL7xii4woARg3gOfY4Rh08","IHOP","https://maps.google.com/?cid=5730568354533374083","https://restaurants.ihop.com/en-us/ca/los-angeles/breakfast-3625-stocker-st-003?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=003&utm_content=website","3625 Stocker St, Los Angeles, CA 90008, USA","34.0082955","-118.33631003103","3625 Stocker St"," Los Angeles","CA"," USA","90008","1","False","True","True","True","True","False","False","True","True","{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']}","4.1","1592","Dine Brands"
"ChIJJz0R9CG5woARU9sTtz1rLhE","IHOP","https://maps.google.com/?cid=1238044860382174035","https://restaurants.ihop.com/en-us/ca/los-angeles/breakfast-5655-wilshire-blvd-796?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=796&utm_content=website","5655 Wilshire Blvd, Los Angeles, CA 90036, USA","34.062239770833","-118.35168016667","5655 Wilshire Blvd"," Los Angeles","CA"," USA","90036","1","False","True","True","True","True","False","False","True","True","{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']}","4.2","1897","Dine Brands"
"ChIJV-vhbYy2woARXQ-lKFiVmX8","Carniceria Los Tapatios","https://maps.google.com/?cid=9194544320125144925","","11045 Hawthorne Blvd, Lennox, CA 90304, USA","33.935346969388","-118.35238037755","11045 Hawthorne Blvd"," Lennox","CA"," USA","90304","2","","True","True","True","True","False","False","True","False","{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20099:00\u202fPM']}","4.2","432","Other"
"ChIJr1FS7Sa_woARdj7HmRxvgko","IHOP","https://maps.google.com/?cid=5368975874408791670","https://restaurants.ihop.com/en-us/ca/hollywood/breakfast-7006-w-sunset-blvd-005?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=005&utm_content=website","7006 Sunset Blvd, Hollywood, CA 90028, USA","34.097882877551","-118.34273081633","7006 Sunset Blvd"," Hollywood","CA"," USA","90028","1","False","True","True","True","True","False","False","True","True","{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}","4.2","4042","Dine Brands"
"ChIJ43l-zz-6woARekJ1mLucIGQ","Warm & Fuzzy","https://maps.google.com/?cid=7214938932578173562","http://warmnfuzzy.tv/","11265 Washington Blvd, Culver City, CA 90230, USA","34.005059","-118.414016875","11265 Washington Blvd"," Culver City","CA"," USA","90230","","","","","","","","","","","","5","15","Other"
"ChIJm7_8bHUx3YARgRekdN8kuPs","Tacos La Revancha Kitchen & Beer","https://maps.google.com/?cid=18138288041387890561","https://tacoslarevancha.com/","2634 E Anaheim St, Long Beach, CA 90804, USA","33.78237695","-118.16037996368","2634 E Anaheim St"," Long Beach","CA"," USA","90804","1","False","True","True","True","True","True","","","True","{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']}","4.2","323","Other"
"ChIJ3S1fOq67woARres8V089cWw","IHOP","https://maps.google.com/?cid=7814094239439842221","https://restaurants.ihop.com/en-us/ca/los-angeles/breakfast-2912-s-sepulveda-blvd-712?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=712&utm_content=website","2912 S Sepulveda Blvd, Los Angeles, CA 90064, USA","34.028399100932","-118.42924500499","2912 S Sepulveda Blvd"," Los Angeles","CA"," USA","90064","1","False","True","True","True","True","False","True","True","True","{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}","3.8","1339","Dine Brands"
"ChIJIbgd9K2XwoARDuJASPKNniw","IHOP","https://maps.google.com/?cid=3215163255722926606","https://restaurants.ihop.com/en-us/ca/north-hollywood/breakfast-6343-laurel-canyon-blvd-3723?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=3723&utm_content=website","6343 Laurel Canyon Blvd, North Hollywood, CA 91606, USA","34.186136323859856","-118.39679954575871","6343 Laurel Canyon Blvd"," North Hollywood","CA"," USA","91606","1","False","True","True","True","True","False","False","True","True","{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}","3.6","623","Dine Brands"
"ChIJi0ubl_OVwoARYBsh36K9wxA","El Tejano","https://maps.google.com/?cid=1208017632291265376","http://eltejanotexmex.com/","11122 Magnolia Blvd, North Hollywood, CA 91601, USA","34.1645968","-118.37325086848","11122 Magnolia Blvd"," North Hollywood","CA"," USA","91601","2","True","True","True","True","True","True","True","True","False","{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20092:00\u202fAM']}","4.1","1038","Other"
"ChIJn4LNStXGwoARg_2D76RJgPI","Frogtown Brewery","https://maps.google.com/?cid=17474047526939393411","http://frogtownbrewery.com/","2931 Gilroy St, Los Angeles, CA 90039, USA","34.106565515152","-118.25152093939","2931 Gilroy St"," Los Angeles","CA"," USA","90039","","","","","","","True","","","","{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: 4:00\u2009–\u200910:00\u202fPM', 'Tuesday: 4:00\u2009–\u200910:00\u202fPM', 'Wednesday: 4:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200910:00\u202fPM']}","4.6","291","Other"
